	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	三連単:的中	三連単:配当	三連単:人気
200401020711	芝	右	1800	曇	良	15:30	札幌2歳ステークス	G3	2004-10-2	2	札幌	7	2歳オープン	(混)(特指)(馬齢)	6	730	5	6	250	5	3	130	1	2.0	280	6.0	3-4	530	1	6=>3	3930	12	2-3-6	4620	12	6-4,11,7(2,1,8)(3,14)-5,9-(10,12)=13	6-4,11,7(2,1,14)8,3-5,9-(10,12)=13	6(4,7)(11,1)(2,14)(3,8)-(9,5,12)10=13	6,11,7(2,3)4,1(9,5)8(14,12)-10-13	12.2 - 11.4 - 11.8 - 12.1 - 12.9 - 12.1 - 12.1 - 12.4 - 12.9	12.2 - 23.6 - 35.4 - 47.5 - 60.4 - 72.5 - 84.6 - 97.0 - 109.9 (35.4-37.4)	3-6	1690.0	4.0	3-6	650	5.0	2-6	1,210	18.0	2-3	710	6.0	6=>3=>2	27060.0	78.0
200401020712	芝	右	2000	曇	良	16:10	道新スポーツ賞 		2004-10-2	2	札幌	7	3歳以上1000万下	(混)(特指)(別定)	8	380	2	8	170	2	4	120	1	5.0	180	3.0	3-5	500	1	8=>4	1840	4	4-5-8	1740	1	10,2,5(3,6)(11,12)(8,13)14,4,9(1,7)	10,2(3,5)6,11(8,12,13)-(4,14)1(7,9)	(*10,2)5(8,3,6,13)11(4,12,9)(1,7,14)	(*10,5)(8,2,3)(4,11,6,13)(1,7,9)12,14	12.4 - 11.1 - 12.6 - 12.9 - 12.8 - 12.7 - 12.4 - 11.9 - 12.0 - 12.3	12.4 - 23.5 - 36.1 - 49.0 - 61.8 - 74.5 - 86.9 - 98.8 - 110.8 - 123.1 (36.1-36.2)	4-8	790.0	1.0	4-8	310	1.0	5-8	610	6.0	4-5	360	2.0	8=>4=>5	9250.0	14.0
200401020801	芝	右	1800	晴	良	09:50	2歳未勝利		2004-10-3	2	札幌	8	2歳未勝利	(混)[指](馬齢)	5	440	3	5	160	4	11	120	1	10.0	200	5.0	4-7	620	2	5=>11	1340	4	5-10-11	1310	4	11-(14,10)-5,7(4,3)1,6,13,8,2 9,12	11,10(14,5)-(3,7)(4,6)1-(8,13)-2 9,12	(*11,10)(5,6)-1(3,7)14-4-(8,13)-2 9,12	11,10,5-1-(6,7)-3,4,14-(8,13,2) 9,12	12.4 - 11.9 - 12.4 - 12.2 - 12.6 - 11.9 - 11.9 - 12.6 - 12.6	12.4 - 24.3 - 36.7 - 48.9 - 61.5 - 73.4 - 85.3 - 97.9 - 110.5 (36.7-37.1)	5-11	530.0	1.0	5-11	240	2.0	5-10	590	8.0	10-11	390	5.0			
200401020802	ダ	右	1700	晴	良	10:15	3歳未勝利		2004-10-3	2	札幌	8	3歳未勝利	牝[指](馬齢)	5	320	1	5	130	2	11	180	3	6.0	120	1.0	4-7	460	2	5=>11	1780	3	5-6-11	980	1	4(2,6)(7,9)(1,5,11,10)(3,8,13)-12	4-6(2,7,9)5(11,10)(1,8,13)3-12	4(5,6)10,9(2,13)11,8(3,12)-1 7	6,4,5,10-(2,11)-(13,8,12)3,9=1 7	6.9 - 11.0 - 12.3 - 12.5 - 12.5 - 12.9 - 13.5 - 13.4 - 13.7	6.9 - 17.9 - 30.2 - 42.7 - 55.2 - 68.1 - 81.6 - 95.0 - 108.7 (30.2-40.6)	5-11	1000.0	2.0	5-11	380	2.0	5-6	190	1.0	6-11	460	4.0			
200401020803	ダ	右	1000	晴	良	10:45	3歳未勝利		2004-10-3	2	札幌	8	3歳未勝利	(混)[指](馬齢)	9	3700	8	9	550	7	10	120	1	8.0	320	5.0	7-7	2350	9	9=>10	7680	22	8-9-10	9720	29			9(2,7,11)5,8(6,10)(4,12)3-1	9(2,7,11)-(5,10)8(6,12)-4,3-1	12.8 - 10.8 - 11.7 - 12.2 - 13.2	12.8 - 23.6 - 35.3 - 47.5 - 60.7 (35.3-37.1)	9-10	2350.0	8.0	9-10	940	10.0	8-9	4,880	30.0	8-10	720	7.0			
200401020804	ダ	右	1700	晴	良	11:15	3歳未勝利		2004-10-3	2	札幌	8	3歳未勝利	[指](馬齢)	2	270	2	2	120	2	11	120	1	3.0	830	10.0	2-7	220	1	2=>11	550	2	2-3-11	3480	12	6(3,9)2(1,7,11)8,4,10-13 12,5	6(3,9)2(1,11)-7(4,8)10-13 12,5	(*6,3)(2,9)-(1,11)8,4-(10,7)-13 12,5	(6,*3)2-11,1(4,8)-9-(13,10)-7 12,5	6.8 - 11.6 - 12.4 - 12.7 - 12.6 - 12.7 - 13.2 - 12.8 - 13.7	6.8 - 18.4 - 30.8 - 43.5 - 56.1 - 68.8 - 82.0 - 94.8 - 108.5 (30.8-39.7)	2-11	200.0	1.0	2-11	140	1.0	2-3	1,480	17.0	3-11	1,550	18.0			
200401020805	芝	右	1200	晴	良	11:45	3歳未勝利		2004-10-3	2	札幌	8	3歳未勝利	[指](馬齢)	9	1790	6	9	600	7	8	800	11	15.0	540	5.0	4-5	2820	12	9=>8	61400	132	8-9-15	182040	268			(*12,9)(1,8,16)15(3,13,14)10(7,5,11)6(2,4)	(*12,9)(1,8,16)10(3,15,14)(13,5)7(2,11,4)-6	12.1 - 11.1 - 11.4 - 11.7 - 11.8 - 12.6	12.1 - 23.2 - 34.6 - 46.3 - 58.1 - 70.7 (34.6-36.1)	8-9	41190.0	80.0	8-9	7,460	65.0	9-15	3,630	37.0	8-15	5,430	52.0			
200401020806	ダ	右	1000	晴	良	12:35	3歳以上500万下		2004-10-3	2	札幌	8	3歳以上500万下	[指](別定)	5	280	1	5	110	1	12	170	4	3.0	170	3.0	5-8	1380	8	5=>12	1950	3	3-5-12	3840	17			12(10,11)7,4(3,5)(1,6,8,9)-2	(*12,10)(7,4,5)(3,11)(8,9)-6-1,2	12.3 - 11.0 - 11.6 - 11.8 - 12.8	12.3 - 23.3 - 34.9 - 46.7 - 59.5 (34.9-36.2)	5-12	1430.0	7.0	5-12	480	6.0	3-5	420	2.0	3-12	1,040	15.0			
200401020807	ダ	右	1700	晴	良	13:05	3歳以上500万下		2004-10-3	2	札幌	8	3歳以上500万下	(特指)(別定)	1	140	1	1	110	1	4	160	3	7.0	420	6.0	1-4	180	1	1=>4	480	1	1-4-7	2620	6	13,1(4,11,12)(2,6)-(3,5,10)7,9,8	13(1,11)(4,2,12)6(3,5,10)7(8,9)	(*13,1,11)(4,2)12(6,5)(3,7,10)-(8,9)	1(13,2)(4,11)-5(6,12,7)-3,9,10,8	6.8 - 11.0 - 12.7 - 12.8 - 12.5 - 12.3 - 12.5 - 12.3 - 13.1	6.8 - 17.8 - 30.5 - 43.3 - 55.8 - 68.1 - 80.6 - 92.9 - 106.0 (30.5-37.9)	1-4	330.0	1.0	1-4	210	1.0	1-7	690	7.0	4-7	1,950	19.0			
200401020808	芝	右	1200	晴	良	13:35	3歳以上500万下		2004-10-3	2	札幌	8	3歳以上500万下	[指](別定)	7	150	1	7	120	1	6	240	4	13.0	410	9.0	3-4	350	1	7=>6	1100	1	6-7-13	4690	16			(*6,11,15)7(13,14)9(1,12,16)10(2,5)4(3,8)	6(7,15,13,14)11(9,12)(16,5)10,2(1,3,4)-8	12.3 - 11.0 - 11.3 - 11.8 - 11.7 - 12.1	12.3 - 23.3 - 34.6 - 46.4 - 58.1 - 70.2 (34.6-35.6)	6-7	750.0	1.0	6-7	280	1.0	7-13	730	7.0	6-13	2,130	28.0			
200401020809	ダ	右	1700	晴	良	14:10	3歳以上500万下		2004-10-3	2	札幌	8	3歳以上500万下	(混)[指](別定)	5	880	4	5	190	4	12	140	2	11.0	120	1.0	4-8	1950	9	5=>12	3730	15	5-11-12	1920	4	1(3,12)-8,10(5,11)-9,7-2(4,13)6	(*1,3,12)-8,10(5,11)-9,7-(2,4)13,6	12-3,10(1,8,5)11-7,9-4,13-(2,6)	12(3,10)5,8(7,11)=9,4(1,2,6)13	6.9 - 10.9 - 11.8 - 12.3 - 12.1 - 12.3 - 12.8 - 13.0 - 13.0	6.9 - 17.8 - 29.6 - 41.9 - 54.0 - 66.3 - 79.1 - 92.1 - 105.1 (29.6-38.8)	5-12	1820.0	6.0	5-12	510	6.0	5-11	370	3.0	11-12	290	1.0	5=>12=>11	17860.0	51.0
200401020810	芝	右	1200	晴	良	14:45	すずらん賞 		2004-10-3	2	札幌	8	2歳オープン	(混)(特指)(別定)	15	170	1	15	120	1	2	210	2	4.0	380	9.0	1-8	350	1	15=>2	1250	3	2-4-15	5840	22			1(3,9)(2,10)(4,15)(6,7,11,16)(8,13,14)(5,12)	(2,*1)(3,9,15)4(7,11,16)6,10(5,13)(8,14)12	12.0 - 10.9 - 11.5 - 11.8 - 11.8 - 12.1	12.0 - 22.9 - 34.4 - 46.2 - 58.0 - 70.1 (34.4-35.7)	2-15	860.0	3.0	2-15	380	2.0	4-15	710	8.0	2-4	2,280	27.0	15=>2=>4	20760.0	68.0
200401020811	芝	右	1200	晴	良	15:25	STV賞 		2004-10-3	2	札幌	8	3歳以上1000万下	(混)[指](ハンデ)	7	260	1	7	130	1	1	200	3	2.0	170	2.0	1-5	1040	3	7=>1	1600	3	1-2-7	1440	1			(*7,2)10,12(8,11,13)(1,6)9(3,4,5)	(*7,2)10(1,12)(8,11,13,5)9(6,4)3	12.3 - 11.0 - 11.0 - 11.7 - 11.6 - 12.5	12.3 - 23.3 - 34.3 - 46.0 - 57.6 - 70.1 (34.3-35.8)	1-7	1080.0	2.0	1-7	490	3.0	2-7	330	1.0	1-2	630	5.0	7=>1=>2	4940.0	2.0
200401020812	芝	右	2000	晴	良	16:10	利尻特別 		2004-10-3	2	札幌	8	3歳以上500万下	(特指)(別定)	12	530	4	12	180	4	2	140	1	7	220	5	2-7	770	3	12=>2	1950	6	2-7-12	2650	8	12(5,7)-6,1,2,4(3,11)9-8-10,13,14	12,7,5-6,1,2,4(3,11)9,8(13,10)-14	(*12,7)(5,2,4)9-(1,3,11)6(8,13)10,14	12,7(5,2)-(1,3,4,9)-13(14,10)8-11-6	12.8 - 11.1 - 12.3 - 12.6 - 12.5 - 12.9 - 11.9 - 11.9 - 12.3 - 12.9	12.8 - 23.9 - 36.2 - 48.8 - 61.3 - 74.2 - 86.1 - 98.0 - 110.3 - 123.2 (36.2-37.1)	2-12	800	3	2-12	380	4	7-12	850	11	2-7	570	6	12=>2=>7	12230	35
